出現形	正解	予測
ＭＳ再発	多発性硬化症	転移性腫瘍
強直間代性痙攣発作	間代性痙攣	強直間代発作
一過性意識消失発作	一過性脳虚血発作	
乳児白血病	白血病	白血病
筋委縮	筋萎縮症	筋萎縮症
水腎再燃	水腎症	水腎症
しびれていない	しびれ感	しびれ感
時々血痰	血痰	血痰
左鼠経ヘルニア	鼡径ヘルニア	肺炎
遺伝性腎性尿崩症	先天性腎性尿崩症	腎性尿崩症
尿管結石	尿管結石症	尿管結石症
体幹掻痒感	そう痒	そう痒
右大腿部骨幹部骨折	大腿骨骨幹部骨折	
糖尿病神経症	糖尿病性神経痛	神経症
古典的肝細胞癌再発	肝細胞癌	肝細胞癌
左室低形成	左心低形成症候群	左室不全
劇症肝炎亜急性型	劇症肝炎	劇症肝炎
分岐部動脈瘤	内頚動脈後交通動脈分岐部動脈瘤	腸骨窩膿瘍
腫瘍感染	腫瘍	腫瘍
悪性腫瘍スクリーニング	悪性腫瘍	悪性腫瘍
外陰部炎	外陰炎	外陰炎
軽度骨髄抑制	骨髄機能低下	骨髄機能低下
右踵骨折	骨折	踵骨骨折
ＰＰＨ	肺高血圧症	肺高血圧症
頭痛時折	頭痛	頭痛
血腫貯留	血腫	血腫
不整脈発作	不整脈	不整脈
静脈炎症状	静脈炎	静脈炎
子宮間質肉腫	肉腫	子宮肉腫
右主気管支膜様部壊死	壊死	急性網膜壊死
右下肺野スリガラス影	胸部異常陰影	胸部異常陰影
時々頭痛	頭痛	頭痛
胆嚢腺扁平上皮癌	癌	癌
上行結腸早期癌	上行結腸癌	上行結腸癌
突発性血小板減少性紫斑病	血小板減少性紫斑病	血小板減少性紫斑病
意識変動	意識障害	意識障害
左閉鎖リンパ節転移	リンパ節転移	リンパ節転移
両側小脳梗塞	小脳梗塞	小脳梗塞
胃癌多発肝転移	転移性肝癌	胃癌
左前腕浮腫	浮腫	浮腫
赤紫斑	紫斑病	紫斑病
偽腔閉塞型大動脈解離	解離性大動脈瘤	
高度感音性難聴	感音難聴	感音難聴
左耳介欠損	耳介欠損	耳介欠損
尿路感染	尿路感染症	尿路感染症
縦隔炎再発	縦隔炎	縦隔炎
前立腺肥大有	前立腺肥大症	前立腺肥大症
胆嚢腫瘍	胆のう腫瘍	腫瘍
胃がん	胃癌	胃癌
左中大脳動脈梗塞	中大脳動脈塞栓症	中大脳動脈塞栓症
Ｓｏｔｏｓ症候群	ソトス症候群	ソトス症候群
必要認知症	認知症	認知症
肝腫瘤性病変	肝腫瘤	肝腫瘤
大動脈瘤解離	解離性大動脈瘤	大動脈瘤
挿入部出血	出血	出血
眠前発熱	発熱	発熱
肺炎反復	肺炎	肺炎
子宮内発育不全	子宮発育不全	発育不全
左眼窩内腫瘤	眼窩腫瘤	眼窩腫瘤
多発性腎梗塞	腎梗塞	腎梗塞
多臓器不全状態	多臓器不全	多臓器不全
再度痙攣発作	痙攣発作	痙攣発作
変動一過性徐脈	徐脈	徐脈
四肢色素沈着	皮膚色素沈着	色素異常症
良性発作性頭位めまい	良性発作性頭位めまい症	良性発作性頭位めまい症
三角圧痛	肩部筋痛	感染性筋炎
両側声帯不全麻痺	声帯不全麻痺	声帯不全麻痺
舌痛	舌痛症	舌痛症
肺動脈弁下狭窄	肺動脈弁下狭窄症	肺動脈弁下狭窄症
乳癌局所再発	乳癌	乳癌再発
頚椎症性神経根炎	頚椎症性神経根症	頚椎症性神経根症
痛みきつい	疼痛	疼痛
両側顎下腺腫大	顎下腺肥大	顎下腺肥大
中等度咽頭期嚥下障害	嚥下障害	嚥下障害
ビタミンＤ不足	ビタミンＤ欠乏症	ビタミンＤ欠乏症
日中下痢便	下痢症	下痢症
胸郭低形成	胸郭異常	胸郭異常
肺スリガラス陰影	胸部異常陰影	肺部異常陰影
頻脈傾向変	頻脈症	頻脈症
口蓋腫瘤	腫瘤	口蓋腫瘍
パーキンソン病関連疾患	パーキンソン病	パーキンソン病
グラム陰性桿菌菌血症	グラム陰性桿菌敗血症	グラム陰性桿菌感染症
右上肢腫脹	上肢腫脹	上肢腫脹
左肩甲骨部痛	肩甲骨痛	肩甲骨痛
開腹子宮筋腫核	子宮筋腫	子宮筋腫
白内障手術	白内障	白内障
腫瘤残存	腫瘤	腫瘤
直腸癌Ｒａ	直腸癌	癌
カルボプラチンアレルギー	薬物過敏症	薬物過敏症
肺原発ホジキンリンパ腫	ホジキンリンパ腫	ホジキンリンパ腫
循環障害	末梢循環障害	肝障害
原発性空腸癌	空腸癌	空腸癌
右卵巣チョコレート嚢腫	チョコレートのう胞	チョコレートのう胞
重度精神運動発達遅滞	混合性特異的発達障害	精神障害
左腎梗塞	腎梗塞	腎梗塞
筋緊張高く	筋強直	
母指潰瘍治癒遅延	皮膚潰瘍	皮膚潰瘍
歩行時呼吸困難感	労作時呼吸困難	呼吸困難
滑液貯留	体液貯留	滑液のう腫
痰症状	喀痰	喀痰
腸管血流障害	末梢循環障害	末梢循環障害
発赤強い	発赤	発赤
全身性単純ヘルペスウイルス感染症	ヘルペスウイルス感染症	単純ヘルペス
冠動脈高度石灰化	冠動脈石灰化	冠動脈石灰化
劇症型腸アメーバ症	腸アメーバ症	
慢性痛	慢性疼痛	慢性疼痛
不適応行動	適応障害	適応障害
心室内血栓	心室内血栓症	心室内血栓症
腹膜播種結節摘出	腹膜播種	腹膜播種
緑色痰	喀痰	喀痰
冠動脈硬化	冠状動脈硬化症	冠動脈疾患
右中葉肺癌	中葉肺癌	中葉肺癌
ポンプポケット内血腫	血腫	
血管免疫芽球型Ｔ細胞リンパ腫	血管免疫芽球性Ｔ細胞リンパ腫	血管免疫芽球性Ｔ細胞リンパ腫
腹部緊満	腹部膨満	腹部膨満
舌骨喉頭下垂	喉頭下垂症	舌痛症
尿量低下	乏尿	乏尿
脳梗塞症	脳梗塞	脳梗塞
左非浸潤性乳管癌	非浸潤性乳管癌	非浸潤性乳管癌
むつかぶれ	おむつ皮膚炎	
水平亜脱臼	亜脱臼	脱臼
右反復性膝蓋骨脱臼	反復性膝蓋骨脱臼	反復性膝蓋骨脱臼
早期癌	癌	癌
吻合部出血	出血	出血
子宮頸がん	子宮頚癌	子宮頚癌
腺扁平上皮癌	癌	癌
喉頭蓋サルコイドーシス	サルコイドーシス	サルコイドーシス
結核性	結核	結核
声門部狭窄	喉頭狭窄症	喉頭狭窄症
両側急性硬膜外血腫	急性硬膜外血腫	急性硬膜外血腫
高レニン高血圧	高レニン性高血圧症	高血圧症
頭蓋底髄膜腫	髄膜腫	頭蓋底腫瘍
右前胸部痛	前胸部痛	前胸部痛
膵全体癌	膵癌	膵癌
両側血気胸	血気胸	血気胸
穿刺部位出血	出血	出血
手掌黄色腫	黄色腫症	黄色腫症
皮膚湿疹	湿疹	湿疹
唾石	唾石症	唾石症
非吻合部多発胆管狭窄	胆管狭窄症	胆のう拡張症
軽度肥満歴	肥満症	肥満症
左腎嚢胞不変	腎のう胞	腎のう胞
軽度発赤腫脹	発赤	発赤
左手関節変形	変形性手関節症	圧迫骨折
蛋白尿（３＋）	蛋白尿	蛋白尿
左手首痛	手部痛	関節痛
びまん性肺胞出血	肺胞出血	びまん性肺炎
続発性赤芽球癆	赤芽球ろう	赤芽球ろう
インフルエンザ菌	インフルエンザ	インフルエンザ
左舌区小細胞癌	小細胞肺癌	小細胞肺癌
左足背疼痛	足背痛	足背痛
成人発症Ｓｔｉｌｌ病（ＡＯＳＤ）	成人スチル病	成人スチル病
大球性正色素性貧血	正色素性貧血	大球性貧血
双極Ⅱ型障害	２型双極性障害	呼吸不全
限局型全身性強皮症	全身性強皮症	全身性強皮症
右水晶体脱臼	水晶体脱臼	水晶体脱臼
心サルコイト゛ーシス	心サルコイドーシス	心サルコイドーシス
Ｓ状結腸高分化腺癌	Ｓ状結腸癌	Ｓ状結腸癌
右側頬部腫脹	頬部腫脹	頬部腫脹
右上背部痛	背部痛	背部痛
両下肢痛み	疼痛	下肢痛
多発海綿状血管腫	多発性海綿状血管腫	海綿状血管腫
結核歴	結核	結核
ＳＭＡ浸潤	膵癌	癌
微小癌	癌	癌
慢性疼痛性障害	慢性疼痛	慢性疼痛
高Ｃｌ血症	高クロール血症	高脂血症
乳頭状腺癌	癌	肺腺癌
帯状疱疹ウイルス脊髄炎	ウイルス脊髄炎	帯状疱疹
内臓播種性ＶＺＶ感染症	汎発性帯状疱疹	
様皮疹	発疹	発疹
左帯状疱疹	帯状疱疹	帯状疱疹
骨形成不全症Ⅲ型	骨形成不全症	骨形成不全症
高度肥満症	病的肥満症	肥満症
右前頭葉脳内血腫	血腫	血管内皮腫
マルチミニコア病	マルチコア病	マルチコア病
四肢関節腫脹	関節炎	関節炎
右腸骨静脈血栓症	腸骨静脈圧迫症候群	腸骨動脈血栓症
脳底動脈閉塞	脳底動脈閉塞症	脳底動脈閉塞症
胸背部圧迫感	背部圧迫感	胸背部痛
眼瞼結膜軽度貧血	貧血	眼瞼結膜出血
子宮頸癌Ⅲｂ期	子宮頚癌	子宮頚癌
傍卵巣嚢胞	傍卵巣のう胞	傍卵巣のう胞
肝内腫瘤性病変	腫瘤	肝腫瘤
血管性紫斑病	症候性紫斑病	血管腫
時々右股関節痛	股関節痛	股関節痛
ＡＳＤ	心房中隔欠損症	大動脈炎
緑膿菌肺感染症	緑膿菌肺炎	緑膿菌肺炎
母子感染歴	母子感染	母子感染
ふらつきあり転倒リスク高い	めまい	めまい
頸腕症候群	頚肩腕症候群	頚髄腫瘍
食道癌術後リンパ節転移	リンパ節転移	食道癌
亜急性期小脳梗塞	小脳梗塞	亜急性脳症候群
喘息コントロール	咳喘息	咳
右膝違和感	全身違和感	異常知覚
腓骨神経麻痺徴候	腓骨神経麻痺	腓骨神経麻痺
中高分化型腺癌	癌	肺癌
軽度脳梗塞	脳梗塞	脳梗塞
身体外傷	外傷	外傷
心源性塞栓症	心原性脳塞栓症	心原性脳塞栓症
左上腕骨近位端骨折	上腕骨近位端骨折	骨折
神経根性痛	疼痛	神経痛
白色壊死組織付着	壊死	壊死
夜間中途覚醒	睡眠障害	睡眠障害
軽度肺動脈弁狭窄	肺動脈弁狭窄症	肺動脈弁狭窄症
転移性肝癌術後再発	転移性肝癌	転移性肝癌
無涙症	涙液分泌不全	流涙
劇症Ａ型肝炎	Ａ型劇症肝炎	Ａ型肝炎
ｃｒｉｔｉｃａｌ　ｉｌｌｎｅｓｓ　ｐｏｌｙｎｅｕｒｏｐａｔｈｙ	多発ニューロパチー	
右眼増殖性糖尿病網膜症	増殖性糖尿病性網膜症	増殖性網膜症
右上腕腫脹	上腕部腫脹	上腕部腫脹
右側胸水貯留	胸水貯留	胸水貯留
水疱瘡	水疱症	水疱症
軽度高Ｋ血症	高カリウム血症	高血圧症
肝性脳症再発	肝性脳症	肝性脳症
水様便流出	下痢症	下痢症
二絨毛膜二羊膜性双胎第	二絨毛膜二羊膜性双胎	二絨毛膜二羊膜性双胎
浮腫傾向	浮腫	浮腫
骨Ｐａｇｅｔ病	骨パジェット病	骨パジェット病
Ｅｎｔａｍｏｅｂａ　ｈｉｓｔｏｌｙｔｉｃａ	アメーバ赤痢	
左頚部内頸動脈狭窄	内頚動脈狭窄症	動脈血栓症
大腿筋横紋筋肉腫	横紋筋肉腫	横紋筋肉腫
腸炎性関節炎	関節炎	腸炎
ＰＭＳ	月経前症候群	膵癌
腓腹部圧痛	腹部圧痛	腓腹部痛
非チフス性Ｓａｌｍｏｎｅｌｌａ菌血症	菌血症	
微小多発肝膿瘍	肝膿瘍	転移性肝腫瘍
卵管狭窄	卵管狭窄症	卵管狭窄症
胸部大動脈解離	急性大動脈解離	胸部大動脈瘤
蜂窩織炎発症	蜂窩織炎	蜂窩織炎
輪状披裂関節炎	関節炎	
左下肢蜂窩織炎	下肢蜂巣炎	蜂窩織炎
肺塞栓	肺塞栓症	肺塞栓症
咽頭残留	嚥下障害	咽頭癌
低髄圧症状	低髄液圧症	低髄液圧症
左腓骨開放骨折	腓骨開放骨折	腓骨開放骨折
大量水様下痢	下痢症	大腸炎
処方右乳癌	乳癌	乳癌
症候性けいれん	症候性てんかん	乳癌
低血糖回避	低血糖	低血糖
左慢性閉塞隅角緑内障	慢性閉塞隅角緑内障	慢性閉塞隅角緑内障
弧発性古典的ＣＪＤ	孤発性クロイツフェルト・ヤコブ病	
呼吸機能低下	呼吸機能検査異常	呼吸不全
右大腿リンパ節転移	リンパ節転移	リンパ節転移
左第３趾潰瘍	趾皮膚潰瘍	趾皮膚潰瘍
足変形	足部変形	足部変形
膝関節水腫	膝関節水症	膝関節水症
腹部瘢痕ヘルニア	腹壁瘢痕ヘルニア	
月経困難	月経困難症	月経困難症
左局所進行乳癌	進行乳癌	進行乳癌
好酸球性胆嚢炎	胆のう炎	好酸球性肺炎
左下腿骨幹部骨折	骨折	脛骨遠位端骨折
即時型アレルギー	アレルギー	アレルギー
ふらつき有	めまい	めまい
ループス腎炎Ｖ型	ループス腎炎	ループス腎炎
閉塞性睡眠時無呼吸症侯群	睡眠時無呼吸症候群	閉塞性睡眠時無呼吸
右下肢しびれ	下肢しびれ	しびれ感
頭部脂漏性皮膚炎	脂漏性皮膚炎	脂漏性皮膚炎
結核性ブドウ膜炎	結核性ぶどう膜炎	結核性ぶどう膜炎
左真珠腫性中耳炎再発	真珠腫性中耳炎	真珠腫性中耳炎
傍大動脈ＬＮ転移	大動脈周囲リンパ節転移	腹膜癌
痙直型四肢麻痺	四肢麻痺	四肢麻痺
角化性紅斑散在	紅斑症	紅斑症
労作時呼吸苦自覚	労作時呼吸困難	労作時呼吸困難
慢性腎炎	慢性腎炎症候群	腎障害
間質性肺炎像	間質性肺炎	間質性肺炎
嘔気様	嘔気	嘔気
左側頭葉皮質化出血	出血	脳皮質下出血
左上腕骨開放骨折	上腕骨開放骨折	骨折
腹部膨満継続	腹部膨満	腹部膨満
右足底腱膜炎	足底筋膜炎	足底筋膜炎
両側顎関節症	顎関節症	顎関節症
出血性黄体	出血性黄体のう胞	出血
右鼡径部疼痛	鼡径部痛	鼡径部痛
高～中分化型管状腺癌	癌	癌
Ｌａｍｉｖｕｄｉｎｅ耐性Ｂ型肝硬変	Ｂ型肝硬変	
遺伝性腎炎	家族性腎炎	腎炎
湿疹化	湿疹	湿疹
左大腿部蜂窩織炎	大腿部蜂巣炎	大腿部蜂巣炎
下肢対麻痺	対麻痺	対麻痺
成長発達遅滞	発達遅滞	発達障害
下腿点状出血	点状出血	点状出血
脈管奇形	奇形	奇形腫
手指欠損	手指欠損症	手指欠損症
咽頭粘膜軽度発赤	咽頭発赤	咽頭発赤
可動時痛	疼痛	疼痛
下垂手	垂れ手	下垂足
左陰嚢内容腫大	陰のう腫大	陰のう内腫瘤
痰がからみ	喀痰	喀痰
朝出血	出血	出血
右鼠経ヘルニア修復術	鼡径ヘルニア	鼡径ヘルニア
ステロイド骨粗鬆症	ステロイド性骨粗鬆症	ステロイド性骨粗鬆症
足趾冷感	下肢冷感	下肢冷感
不整腫瘤	腫瘤	腫瘤
腎前性脱水	脱水症	腎硬化症
左肩部痛	肩部痛	肩部痛
頸部皮下膿瘍	皮膚膿瘍	膿瘍
ウイルス性感冒	感冒	感冒
多発腫大リンパ節	リンパ節腫大	リンパ節腫
腹部自発痛	腹痛症	腹部圧痛
中分化型前立腺癌	前立腺癌	前立腺癌
左一側性形成不全性股関節症	一側性形成不全性股関節症	一側性形成不全性股関節症
好酸球性気道炎症	好酸球性気管支炎	好酸球性気管支炎
腸管蠕動障害	腸管運動障害	腸管運動障害
褥瘡形成リスク高い	褥瘡	褥瘡
腰椎変性辷り症	腰椎変性すべり症	腰椎変性すべり症
手術高血圧	高血圧症	高血圧症
嚥下下困難	嚥下障害	嚥下困難
てんかん脳波	異常脳波	てんかん
巨大血腫	血腫	血腫
十二指腸原発神経内分泌腫瘍	十二指腸神経内分泌腫瘍	十二指腸神経内分泌腫瘍
腹水多量貯留	腹水症	腹水症
内腸骨リンパ節転移	腸骨リンパ節転移	リンパ節転移
ＣＭＶ胃腸炎	サイトメガロウイルス腸炎	胃腸炎
瘢痕痙性	瘢痕	瘢痕
両Ｔ字杖歩行	歩行障害	歩行障害
便性状変化	便異常	便異常
右血栓閉塞	血栓塞栓症	血栓塞栓症
出血付着程度	出血	出血
右海綿静脈洞髄膜腫	髄膜腫	海綿静脈洞症候群
虚血性心疾患合併	虚血性心疾患	虚血性心疾患
壊死性筋炎	筋炎	壊死性筋膜炎
全肺腫瘍	肺腫瘍	肺腫瘍
軽度構音障害	構音障害	構音障害
両下腿紅斑	紅斑症	紅斑症
低Ｃａ血症	低カルシウム血症	低脂血症
二次性副腎不全	副腎クリーゼ	副腎異常
一週間程度眠気	非器質性過眠症	嘔気
子宮内腔癒着	子宮内膜症	子宮内膜症
項部硬直軽度	項部硬直	項部硬直
下熱	発熱	発熱
右母指陳旧性尺側側副靱帯損傷	靱帯損傷	母指痛
左気管支狭窄	気管支狭窄症	気管支狭窄症
皮膚型ＰＮ	結節性多発動脈炎	皮膚腫瘍
肺線維化	肺線維症	肺線維症
副鼻腔軽度粘膜肥厚	副鼻腔炎	副鼻腔炎
味覚異常Ｇｒ１	味覚異常	味覚異常
中心視野欠損	視野欠損	
昨晩低血糖	低血糖	低血糖
両水腎症	両側水腎症	水腎症
前回貧血	貧血	発赤
骨粗鬆症性圧迫骨折	骨粗鬆症・病的骨折あり	脊椎圧迫骨折
右肺原発肺腺癌	肺腺癌	肺腺癌
脊髄原発悪性リンパ腫	悪性リンパ腫	脊髄症
手指浮腫	浮腫	浮腫
口内炎再発	口内炎	口内炎
皮質性認知症	皮質下認知症	認知症
足背発赤	発赤	発赤
後縦隔腫瘤	縦隔腫瘍	後縦隔腫瘍
頚椎症性脊椎症	脊椎症	頚椎症性脊髄症
中部延髄右外側脳梗塞	脳梗塞	
仙骨部瘻孔	難治性瘻孔	難治性瘻孔
軽鎖沈着症	単クローン性軽鎖重鎖沈着症	
右傍気管リンパ節転移	リンパ節転移	
ｓｍａｌｌ　ｃｅｌｌ　ｃａｒｃｉｎｏｍａ	癌	
遺伝性出血性毛細血管拡張症	オスラー病	遺伝性難聴
胸椎後縦靭帯骨化症	胸椎後縦靱帯骨化症	胸椎後縦靱帯骨化症
重症敗血症性ショック	敗血症性ショック	敗血症性ショック
間質性肺炎評価	間質性肺炎	間質性肺炎
右腎損傷	腎損傷	腎損傷
右肺門部原発	原発性肺癌	肺門部肺癌
再発食道癌	食道癌	食道癌
不定愁訴多い	不定愁訴症	不定愁訴症
発熱再燃	発熱	発熱
左肩関節痛	肩関節痛症	肩関節痛症
瘢痕様変化	瘢痕	瘢痕
元々頻尿	頻尿症	頻尿症
浮腫対策	浮腫	浮腫
核下性顔面神経麻痺	顔面神経麻痺	顔面神経麻痺
皮膚原発悪性リンパ腫	悪性リンパ腫	皮膚悪性腫瘍
市中感染型ＭＲＳＡ	ＭＲＳＡ感染症	ＭＲＳＡ感染症
左尿管結石	尿管結石症	尿管結石症
乾性咳嗽頻回	乾性咳	咳
首痛	頚部痛	関節痛
右側頭部紫斑	紫斑病	紫斑病
薬剤過敏性症候群	薬物過敏症	薬物過敏症
延長症候群	ＱＴ延長症候群	腱炎
紫斑形成軽度	紫斑病	紫斑病
両側肺動脈狭窄症	肺動脈狭窄症	動脈狭窄
子宮筋腫核出後妊娠	妊娠	子宮筋腫
ＡＲＤＳ合併	急性呼吸窮迫症候群	
胆道系閉塞	胆道閉塞	腸狭窄
軟骨損傷	肋軟骨損傷	損傷
右副腎原発	副腎腫瘍	副腎癌
ｋｌｅｂｓｉｅｌｌａ　ｐｎｅｕｍｏｎｉａｅ感染症	クレブシェラ属感染	クレブシェラ属感染
パ−キンソン症候群	パーキンソン症候群	パーキンソン症候群
右原発性肺癌	原発性肺癌	原発性肺癌
敗血症性ショック状態	敗血症性ショック	敗血症性ショック
時々発疹	発疹	発疹
めまい軽度	めまい	めまい
右横隔膜筋欠損	筋欠損	
脳症後遺症	脳症	脳症
胸膜悪性中皮腫	悪性胸膜中皮腫	胸膜腫瘍
漿膜損傷	損傷	損傷
頸椎症性	頚椎症	頚椎症
多発外傷	多発性外傷	外傷
皮膚損傷起	皮膚損傷	皮膚損傷
ふらつき目立	めまい	めまい
近位筋痛	筋肉痛	筋肉痛
採血上脱水	脱水症	脱水症
脳血管芽腫	小脳血管芽腫	脳症
右慢性中耳炎	慢性中耳炎	慢性中耳炎
アレルギー様	アレルギー	アレルギー
ノカルジア脳膿瘍	ノカルジア症	ノカルジア症
大腸ポリープ有	大腸ポリープ	大腸ポリープ
右後頭部帯状疱疹	後頭部帯状疱疹	後頭部帯状疱疹
右頚部結核性リンパ節炎	結核性リンパ節炎	結核性リンパ節炎
陳旧性多発アテローム血栓性脳梗塞	陳旧性アテローム血栓性脳梗塞	陳旧性アテローム血栓性脳梗塞
誤嚥徴候	異物誤嚥	誤嚥性肺炎
右前腕皮疹	発疹	発疹
多発肺腫瘤	肺腫瘤	肺腫瘤
後腹膜浸潤	後腹膜悪性腫瘍	後腹膜腫瘍
網状紫斑	紫斑病	紫斑病
胚細胞腫瘍	腫瘍	胚細胞腫
ゲノタイプ１ｂ型Ｃ型肝硬変	Ｃ型肝硬変	Ｃ型肝硬変
類円形腫大	リンパ節腫大	紅斑症
中枢性気管支拡張像	気管支拡張症	気管支拡張症
小股歩行	歩行異常	股関節痛
脳血管傷害	脳血管障害	脳血管障害
糖尿病末梢神経障害	糖尿病性単ニューロパチー	末梢神経障害
ルンバール後頭痛	腰椎穿刺後頭痛	腰椎穿刺後頭痛
急性重症Ｂ型肝炎	Ｂ型肝炎	重症感染症
下垂時疼痛	疼痛	疼痛
頚部蜂窩織炎	頚部蜂巣炎	頚部蜂巣炎
腹満不変	腹部膨満	腹部膨満
一過性心筋虚血	心筋虚血	心筋虚血
日勤帯発熱	発熱	発熱
結核性喉頭狭窄	喉頭狭窄症	喉頭狭窄症
両側鼻内ポリープ	鼻茸	鼻腔ポリープ
手掌潮紅	紅潮	紅潮
低血糖歴何年	低血糖	低血糖
離床時眩暈	めまい	めまい
高齢者Ｃ型慢性肝炎	Ｃ型慢性肝炎	Ｃ型慢性肝炎
ＳＬＥ発症	全身性エリテマトーデス	腸炎
軽度咽頭違和感	咽頭異常感症	咽頭異常感症
体熱感	不明熱	不明熱
悪性腫瘍評価	悪性腫瘍	悪性腫瘍
発赤領域	発赤	発赤
閉塞性大腸癌	大腸癌	大腸癌
子宮頚部ポリープ	子宮頚管ポリープ	子宮ポリープ
両側大腰筋血腫	血腫	血腫
ＰＳＬＮ転移	大動脈周囲リンパ節転移	リンパ節転移
咽頭部疼痛	咽頭痛	咽頭痛
肺腫瘍塞栓症	肺腫瘍	肺塞栓症
羊水過多	羊水過多症	羊水過多症
筋肉痛症状	筋肉痛	筋肉痛
心外膜石灰化	心膜石灰化	心外膜炎
右下肢急性動脈閉塞症	下肢急性動脈閉塞症	急性冠症候群
４型進行胃癌	胃進行癌	胃進行癌
圧迫性脊髄症	脊髄症	脊髄症
出血源不明	出血	出血
貧血性網膜症	貧血網膜症	貧血網膜症
椎間板突出	椎間板症	椎間板症
カルチノイド腫瘍	カルチノイド	カルチノイド
心臓内腫瘤	腫瘤	心臓腫瘍
日中気分不快	悪心	悪心
多発性嚢胞肝	多発性肝のう胞	多発性のう胞腎
仙骨奇形	仙骨部奇形	奇形
けいれん再発	痙攣	痙攣
遊走性静脈炎	遊走性血栓性静脈炎	遊走性血栓性静脈炎
左胸膜炎	胸膜炎	胸膜炎
直腸癌術後異時性肝転移	転移性肝癌	肺動脈狭窄症
手指痺れ	しびれ感	しびれ感
左卵管水腫	卵管留水症	卵管留水症
歩行時呼吸困難	労作時呼吸困難	呼吸困難
ガーゼ出血	出血	出血
老人性紅皮症	紅皮症	紅皮症
右被殻脳梗塞	被殻出血	脳梗塞
自律神経ニューロパチー	自律神経性ニューロパチー	自律神経障害
子宮頚部嚢胞	子宮頚部腫瘍	子宮頚部腫瘍
右原発閉塞隅角緑内障	原発閉塞隅角緑内障	原発閉塞隅角緑内障
腺腫内癌	癌	転移性肺癌
両下肢浮腫軽度	下肢浮腫	下肢浮腫
右化膿性肩関節炎	化膿性関節炎・肩関節	化膿性関節炎
膣転移	腟癌	腟癌
体力低下著明	体力低下	体力低下
左小脳陳旧性梗塞	陳旧性脳梗塞	小脳梗塞
淡黄色粘稠痰	喀痰	喀痰
外傷所見	外傷	外傷
発赤局面	発赤	発赤
膀胱癌既往	膀胱癌	膀胱癌
左末梢性肺動脈狭窄	肺動脈狭窄症	末梢動脈硬化症
骨代謝異常	代謝障害	代謝障害
心陰影拡大	胸部異常陰影	心拡大
腎動脈下腹部大動脈瘤	腹部大動脈瘤	腎動脈瘤
腸管壁内気腫	皮下気腫	皮下気腫
慢性活動性ＥＢＶ感染症	ＥＢウイルス感染症	慢性腸炎
足関節圧痛	関節痛	圧痛
夕方発熱	発熱	発熱
顔面紅班	紅斑症	紅斑症
排便痛	排便障害	排便障害
左水腎	水腎症	水腎症
代謝異常	代謝障害	代謝障害
両下肢リンハ゜浮腫	下肢リンパ浮腫	下肢リンパ浮腫
左頸部ＬＮ腫脹	肘リンパ節腫脹	リンパ節炎
肺門部リンパ節腫脹	リンパ節腫大	リンパ節炎
呼吸困難感軽度	呼吸麻痺	呼吸困難
左膝窩動脈血栓症	動脈血栓症	膝窩動脈瘤
左股関節脱臼	股関節脱臼	股関節脱臼
ルーフ゜ス腎炎	ループス腎炎	ループス腎炎
鼠径部腫脹	鼡径部腫脹	鼡径部腫脹
内鼠径ヘルニア	内鼡径ヘルニア	内鼡径ヘルニア
左頬部血管腫	頬部血管腫	頬部血管腫
開口制限	開口不全	開口不全
変形性関節炎	変形性関節症	変形性関節症
初回歩行時ふらつき	よろめき歩行	めまい
洞性頻脈	洞頻脈	洞頻脈
腹膜播種巣	腹膜播種	腹膜播種
アレルギ—性結膜炎	アレルギー性結膜炎	アレルギー性結膜炎
鼠径部血腫	血腫	血腫
暗赤色嘔吐	嘔吐症	嘔吐症
直腸癌ＯＰ	直腸癌	白内障
左増殖性糖尿病網膜症	糖尿病網膜症	増殖性網膜症
レム睡眠行動異常	異常行動	レム睡眠行動障害
左大腿有棘細胞癌	大腿有棘細胞癌	大腿有棘細胞癌
声帯癌	声門癌	癌
左大腿部疼痛	大腿痛	大腿痛
右顎関節症	顎関節症	顎関節症
骨頭壊死	骨壊死	骨壊死
中枢神経浸潤	中枢神経系損傷	中枢神経系損傷
直腸皮下瘻孔	難治性瘻孔	直腸瘻
胆嚢腫大	胆のう肥大	腫瘍
Ｈｅｅｒｆｏｒｄｔ症候群	ぶどう膜耳下腺熱	
前立腺癌既往	前立腺癌	前立腺癌
ダグラス窩腹水	腹水症	腹水症
失見当障害	見当識障害	見当識障害
ツツガムシ感染症	つつが虫病	つつが虫病
特発性血小板減少症紫斑病	特発性血小板減少性紫斑病	特発性血小板減少性紫斑病
前立腺浮腫	浮腫	浮腫
胞性腫瘤	腫瘤	腫瘤
右鼠径リンパ節腫脹	鼡径部リンパ節腫脹	リンパ節炎
ＡＡＡ破裂	腹部大動脈瘤	腹部大動脈瘤
夜間覚醒	不眠症	不眠症
初発癌	癌	癌
右迷走神経鞘腫	神経鞘腫	迷走神経障害
痙攣様	痙攣	痙攣
機会誤嚥	嚥下障害	嚥下障害
大腿静脈血栓	静脈血栓症	大腿静脈血栓症
股関節部骨折	股関節骨折	股関節骨折
吸収不全症侯群	吸収不良症候群	吸収不良症候群
新生血管緑内障	緑内障	緑内障
甲状腺低下症	甲状腺機能低下症	甲状腺炎
アメーバ肝膿瘍	肝アメーバ症	アメーバ性肝膿瘍
先天性真珠腫	真珠腫	真珠腫
頭部皮膚欠損	頭部皮膚欠損創	頭部皮膚欠損創
